Candidate Path: [25(27,443), 32(8,370), 47(131,291), 10(79,267), 11(9,124), 20(35,108), 48(22,93), 46(20,81), 35(34,61), 13(12,8), 44(146,13), 42(186,47), 34(184,56), 5(210,128), 8(260,127), 27(306,102), 6(312,107), 19(370,154), 26(370,112), 50(322,49), 39(430,28), 17(475,131), 28(467,226), 30(487,235), 21(494,309), 7(473,348), 43(495,389), 49(491,403), 24(421,458), 9(310,450), 45(307,380), 14(395,329), 31(292,285), 29(259,182), 18(217,223), 41(207,259), 1(204,293), 12(266,347), 33(269,399), 3(221,420), 36(204,375), 38(175,388), 22(142,374), 2(133,454), 4(117,464), 23(86,467), 15(60,460), 40(63,480), 37(50,488), 16(17,486)]
0,0.071,0.091
1,0.074,0.091
2,0.076,0.091
3,0.078,0.093
4,0.079,0.093
5,0.081,0.101
6,0.083,0.101
7,0.085,0.101
8,0.086,0.101
9,0.087,0.103
10,0.088,0.103
11,0.089,0.105
12,0.091,0.106
13,0.092,0.107
14,0.093,0.111
15,0.094,0.111
16,0.095,0.113
17,0.096,0.114
18,0.097,0.115
19,0.099,0.122
20,0.099,0.122
21,0.101,0.122
22,0.102,0.122
23,0.103,0.125
24,0.104,0.129
25,0.105,0.129
26,0.106,0.130
27,0.108,0.130
28,0.109,0.130
29,0.110,0.130
30,0.111,0.137
31,0.112,0.137
32,0.113,0.137
33,0.114,0.137
34,0.115,0.137
35,0.116,0.140
36,0.118,0.140
37,0.118,0.140
38,0.119,0.141
39,0.121,0.141
40,0.121,0.145
41,0.122,0.149
42,0.124,0.149
43,0.125,0.149
44,0.126,0.151
45,0.126,0.151
46,0.128,0.151
47,0.128,0.151
48,0.129,0.151
49,0.130,0.158
50,0.131,0.158
51,0.132,0.158
52,0.133,0.163
53,0.135,0.163
54,0.135,0.163
55,0.137,0.172
56,0.139,0.172
57,0.140,0.172
58,0.141,0.172
59,0.142,0.172
60,0.143,0.172
61,0.144,0.176
62,0.145,0.176
63,0.146,0.177
64,0.148,0.177
65,0.149,0.177
66,0.150,0.177
67,0.151,0.180
68,0.153,0.182
69,0.154,0.182
70,0.155,0.182
71,0.156,0.196
72,0.158,0.196
73,0.159,0.196
74,0.160,0.196
75,0.161,0.196
76,0.162,0.196
77,0.163,0.196
78,0.164,0.196
79,0.165,0.196
80,0.166,0.196
81,0.167,0.196
82,0.169,0.196
83,0.169,0.196
84,0.170,0.196
85,0.171,0.197
86,0.172,0.197
87,0.173,0.200
88,0.175,0.200
89,0.176,0.203
90,0.177,0.205
91,0.178,0.205
92,0.179,0.206
93,0.180,0.206
94,0.181,0.206
95,0.182,0.206
96,0.183,0.215
97,0.184,0.219
98,0.185,0.219
99,0.186,0.219
100,0.188,0.219
